id,name,hash,uid,space_id,folder_id,file_storage_metadata_id,cdate,udate,deleted,tags,processing_status
9124674,home_condition.json,019df9f7923a712098fbb3e3d0032ada,146673030,12053332,118978590,319809986,2026-05-05 21:07:24,2026-05-05 21:08:09,0,"[""system"",""system_home_condition""]",error
